date, pm25, pm10, o3, no2, so2, co
2023/1/15, 166, 156, 58, 14, 5, 15
2023/1/16, 215, 147, 47, 13, 6, 13
2023/1/17, 214, 205, 59, 12, 7, 16
2023/1/18, 257, 271, 39, 49, 8, 17
2023/1/19, 289, 96, 51, 21, 6, 9
2023/1/20, 156, 241, 73, 30, 8, 17
2023/1/21, 239, 327, 74, 33, 8, 20
2023/1/22, 337, 250, 31, 33, 9, 25
2023/1/23, 227, 130, 8, 26, 6, 14
2023/1/24, 171, 96, 11, 20, 6, 13
2023/1/25, 166, 121, 12, 15, 5, 11
2023/1/26, 202, 107, 31, 18, 6, 11
2023/1/27, 172, 125, 38, 22, 8, 15
2023/1/28, 182, 175, 6, 26, 7, 22
2023/1/29, 249, 68, 10, 17, 6, 16
2023/1/30, 138, 93, 16, 11, 4, 14
2023/1/31, 178, 89, 24, 19, 6, 11
2023/2/1, 160, 94, 26, 16, 7, 11
2023/2/2, 162, 111, 13, 11, 3, 15
2023/2/3, 166, 128, 17, 11, 3, 13
2023/2/4, 181, 128, 15, 11, 3, 14
2023/2/5, 167, 146, 11, 12, 3, 24
2023/2/6, 204, 129, 14, 9, 2, 12
2023/2/7, 174, 91, 21, 9, 2, 10
2023/2/8, 144, 114, 15, 13, 2, 11
2023/2/9, 164, 104, 12, 12, 2, 12
2023/2/10, 162, 134, 16, 13, 3, 16
2023/2/11, 192, 80, 20, 6, 2, 8
2023/2/12, 112, 75, 21, 6, 2, 8
2023/2/13, 110, 74, 23, 11, 2, 10
2023/2/14, 129, 100, 25, 14, 3, 11
2023/2/15, 161, 155, 29, 20, 3, 18
2023/2/16, 205, 200, 26, 22, 3, 21
2023/2/17, 261, 187, 35, 20, 2, 19
2023/2/18, 247, 149, 26, 16, 2, 19
2023/2/19, 218, 146, 15, 17, 2, 16
2023/2/20, 203, 123, 24, 15, 2, 10
2023/2/21, 181, 122, 20, 12, 2, 12
2023/2/22, 194, 91, 20, 11, 1, 9
2023/2/23, 141, 93, 26, 14, 2, 10
2023/2/24, 153, 107, 30, 14, 2, 13
2023/2/25, 168, 130, 27, 15, 3, 20
2023/2/26, 193, 110, 27, 15, 2, 13
2023/2/27, 170, 101, 21, 13, 2, 11
2023/2/28, 154, 102, 16, 13, 2, 12
2023/3/1, 141, 106, 22, 12, 2, 9
2023/3/2, 154, 73, 18, 8, 1, 8
2023/3/3, 106, 75, 13, 9, 2, 8
2023/3/4, 109, 76, 19, 8, 2, 8
2023/3/5, 106, 75, 23, 9, 2, 10
2023/3/6, 130, 83, 27, 12, 2, 11
2023/3/7, 134, 87, 26, 9, 2, 12
2023/3/8, 165, 62, 24, 10, 2, 9
2023/3/9, 114, 87, 23, 10, 2, 10
2023/3/10, 155, 132, 27, 12, 3, 12
2023/3/11, 160, 131, 32, 12, 2, 14
2023/3/12, 164, 105, 23, 14, 3, 15
2023/3/13, 157, 96, 23, 11, 2, 10
2023/3/14, 154, 96, 28, 14, 2, 13
2023/3/15, 146, 119, 38, 16, 4, 11
2023/3/16, 171, 115, 16, 20, 3, 10
2023/3/17, 178, 70, 28, 12, 1, 9
2023/3/18, 149, 76, 17, 14, 1, 9
2023/3/19, 160, 67, 21, 12, 1, 10
2023/3/20, 123, 52, 21, 7, 1, 8
2023/3/21, 133, 73, 27, 14, 1, 7
2023/3/22, 148, 62, 22, 12, 1, 8
2023/3/23, 111, 92, 7, 16, 2, 12
2023/3/24, 152, 32, 13, 9, 1, 7
2023/3/25, 76, 106, 17, 11, 2, 8
2023/3/26, 117, 65, 23, 10, 2, 8
2023/3/27, 111, 71, 23, 13, 2, 8
2023/3/28, 122, 100, 28, 15, 3, 12
2023/3/29, 147, 80, 34, 10, 2, 10
2023/3/30, 136, 38, 14, 11, 1, 8
2023/3/31, 76, 61, 20, 10, 1, 9
2022/10/1, 159, 108, 9, 35, 7, 19
2022/10/2, 164, 76, 46, 21, 4, 11
2022/10/3, 105, 88, 82, 29, 5, 14
2022/10/4, 133, 97, 65, 31, 4, 15
2022/10/5, 161, 35, 13, 16, 2, 12
2022/10/6, 50, 26, 11, 20, 5, 8
2022/10/7, 49, 12, 9, 20, 5, 3
2022/10/8, 37, 5, 9, 18, 4, 3
2022/10/9, 28, 15, 9, 16, 4, 7
2022/10/10, 36, 49, 30, 31, 3, 10
2022/10/11, 89, 81, 63, 28, 3, 9
2022/10/12, 147, 84, 51, 22, 5, 8
2022/10/13, 112, 98, 68, 28, 6, 5
2022/10/14, 151, 111, 54, 34, 5, 17
2022/10/15, 159, 133, 60, 35, 2, 21
2022/10/16, 174, 127, 65, 33, 2, 18
2022/10/17, 176, 127, 86, 36, 3, 21
2022/10/18, 165, 108, 90, 24, 6, 14
2022/10/19, 157, 142, 84, 54, 4, 17
2022/10/20, 171, 145, 70, 44, 6, 20
2022/10/21, 172, 141, 60, 41, 5, 12
2022/10/22, 176, 142, 89, 45, 6, 14
2022/10/23, 195, 159, 86, 36, 7, 11
2022/10/24, 231, 240, 61, 34, 8, 9
2022/10/25, 279, 136, 34, 41, 6, 12
2022/10/26, 202, 157, 70, 48, 6, 19
2022/10/27, 209, 190, 62, 51, 8, 24
2022/10/28, 233, 254, 72, 46, 8, 23
2022/10/29, 275, 204, 59, 44, 7, 23
2022/10/30, 239, 238, 40, 51, 8, 25
2022/10/31, 291, 233, 44, 49, 7, 29
2022/11/1, 293, 247, 49, 44, 7, 16
2022/11/2, 290, 377, 62, 48, 8, 21
2022/11/3, 397, 352, 54, 51, 8, 24
2022/11/4, 365, 189, 24, 43, 6, 11
2022/11/5, 257, 175, 36, 44, 6, 14
2022/11/6, 227, 179, 54, 44, 6, 15
2022/11/7, 239, 220, 27, 40, 6, 15
2022/11/8, 303, 119, 9, 41, 6, 14
2022/11/9, 169, 147, 44, 38, 6, 13
2022/11/10, 208, 218, 6, 31, 6, 9
2022/11/11, 281, 192, 22, 33, 6, 11
2022/11/12, 264, 235, 47, 30, 7, 7
2022/11/13, 222, 213, 37, 34, 6, 9
2022/11/14, 198, 128, 41, 41, 6, 14
2022/11/15, 169, 119, 40, 33, 4, 7
2022/11/16, 174, 124, 45, 31, 4, 9
2022/11/17, 194, 148, 57, 35, 5, 10
2022/11/18, 207, 154, 58, 41, 6, 18
2022/11/19, 195, 163, 63, 41, 4, 12
2022/11/20, 221, 151, 56, 39, 12, 11
2022/11/21, 210, 144, 48, 34, 9, 7
2022/11/22, 181, 130, 45, 33, 8, 9
2022/11/23, 169, 149, 51, 37, 8, 10
2022/11/24, 176, 200, 51, 44, 9, 17
2022/11/25, 200, 183, 66, 42, 8, 12
2022/11/26, 236, 178, 56, 43, 8, 17
2022/11/27, 235, 200, 55, 47, 7, 22
2022/11/28, 255, 247, 46, 53, 5, 25
2022/11/29, 279, 186, 48, 45, 5, 16
2022/11/30, 238, 207, 63, 43, 5, 17
2022/12/1, 257, 198, 49, 46, 5, 20
2022/12/2, 242, 237, 49, 46, 6, 34
2022/12/3, 290, 222, 57, 39, 5, 19
2022/12/4, 292, 175, 50, 39, 5, 15
2022/12/5, 241, 187, 54, 35, 4, 11
2022/12/6, 259, 137, 45, 29, 3, 9
2022/12/7, 195, 146, 47, 34, 4, 12
2022/12/8, 198, 202, 59, 41, 5, 20
2022/12/9, 229, 251, 42, 45, 6, 22
2022/12/10, 280, 155, 40, 38, 5, 12
2022/12/11, 207, 127, 36, 35, 4, 9
2022/12/12, 168, 113, 36, 32, 2, 6
2022/12/13, 150, 113, 46, 31, 3, 8
2022/12/14, 155, 123, 20, 36, 5, 8
2022/12/15, 171, 150, 46, 40, 5, 12
2022/12/16, 185, 195, 45, 42, 5, 20
2022/12/17, 224, 257, 86, 47, 6, 20
2022/12/18, 299, 292, 64, 52, 5, 21
2022/12/19, 328, 224, 53, 45, 5, 19
2022/12/20, 277, 212, 24, 38, 3, 16
2022/12/21, 251, 246, 27, 39, 4, 16
2022/12/22, 266, 284, 36, 42, 4, 17
2022/12/23, 288, 167, 23, 24, 4, 12
2022/12/24, 235, 165, 18, 12, 4, 12
2022/12/25, 235, 190, 9, 13, 4, 13
2022/12/26, 255, 142, 22, 13, 2, 13
2022/12/27, 219, 142, 30, 12, 3, 13
2022/12/28, 214, 206, 34, 19, 4, 14
2022/12/29, 251, 267, 19, 18, 4, 18
2022/12/30, 325, 173, 23, 10, 4, 11
2022/12/31, 239, 114, 35, 11, 4, 15
2023/1/1, 195, 204, 24, 13, 3, 14
2022/7/1, 67, 39, 17, 18, 3, 13
2022/7/2, 78, 19, 14, 18, 3, 14
2022/7/3, 53, 103, 23, 27, 3, 18
2022/7/4, 120, 95, 11, 22, 3, 15
2022/7/5, 138, 78, 20, 13, 4, 13
2022/7/6, 132, 67, 12, 21, 3, 14
2022/7/7, 78, 65, 19, 24, 3, 14
2022/7/8, 84, 73, 9, 22, 3, 13
2022/7/9, 103, 56, 17, 16, 4, 12
2022/7/10, 84, 66, 25, 23, 4, 15
2022/7/11, 103, 67, 17, 25, 4, 16
2022/7/12, 94, 63, 16, 20, 3, 14
2022/7/13, 92, 59, 13, 20, 3, 13
2022/7/14, 70, 58, 14, 18, 4, 12
2022/7/15, 57, 52, 11, 25, 4, 14
2022/7/16, 67, 41, 28, 20, 3, 12
2022/7/17, 63, 64, 24, 23, 4, 14
2022/7/18, 100, 67, 21, 26, 4, 16
2022/7/19, 102, 51, 18, 25, 2, 14
2022/7/20, 78, 62, 44, 28, 3, 14
2022/7/21, 102, 69, 12, 23, 3, 15
2022/7/22, 129, 47, 13, 15, 2, 12
2022/7/23, 74, 40, 11, 9, 3, 12
2022/7/24, 65, 44, 15, 17, 3, 13
2022/7/25, 61, 46, 13, 17, 2, 13
2022/7/26, 70, 50, 12, 18, 3, 13
2022/7/27, 78, 37, 13, 21, 3, 13
2022/7/28, 59, 32, 11, 19, 3, 13
2022/7/29, 57, 38, 14, 19, 3, 13
2022/7/30, 61, 39, 17, 17, 2, 13
2022/7/31, 71, 51, 17, 16, 3, 13
2022/8/1, 80, 52, 33, 16, 2, 13
2022/8/2, 83, 74, 29, 25, 2, 16
2022/8/3, 126, 63, 13, 18, 2, 14
2022/8/4, 123, 48, 8, 18, 3, 15
2022/8/5, 110, 64, 22, 22, 2, 15
2022/8/6, 137, 63, 11, 21, 3, 15
2022/8/7, 131, 54, 26, 23, 3, 16
2022/8/8, 112, 59, 13, 22, 2, 15
2022/8/9, 106, 47, 12, 19, 3, 13
2022/8/10, 64, 47, 10, 15, 3, 12
2022/8/11, 51, 52, 6, 20, 2, 13
2022/8/12, 74, 49, 12, 19, 2, 13
2022/8/13, 77, 41, 13, 17, 3, 13
2022/8/14, 73, 34, 12, 10, 3, 13
2022/8/15, 61, 40, 11, 10, 3, 12
2022/8/16, 52, 32, 35, 16, 2, 14
2022/8/17, 45, 40, 22, 15, 3, 13
2022/8/18, 60, 39, 21, 9, 2, 11
2022/8/19, 51, 57, 18, 18, 2, 14
2022/8/20, 90, 69, 23, 14, 2, 13
2022/8/21, 121, 63, 16, 13, 3, 13
2022/8/22, 94, 54, 18, 7, 3, 11
2022/8/23, 81, 55, 11, 20, 3, 14
2022/8/24, 73, 68, 45, 20, 2, 14
2022/8/25, 93, 73, 29, 14, 2, 13
2022/8/26, 88, 70, 26, 8, 3, 11
2022/8/27, 81, 90, 22, 7, 3, 11
2022/8/28, 84, 86, 39, 12, 2, 12
2022/8/29, 100, 78, 22, 22, 3, 15
2022/8/30, 113, 80, 27, 14, 2, 13
2022/8/31, 95, 76, 34, 14, 3, 12
2022/9/1, 100, 78, 16, 23, 3, 16
2022/9/2, 107, 66, 12, 14, 2, 12
2022/9/3, 77, 56, 16, 11, 1, 13
2022/9/4, 60, 60, 19, 14, 2, 13
2022/9/5, 66, 77, 19, 16, 2, 13
2022/9/6, 89, 75, 26, 18, 3, 14
2022/9/7, 100, 90, 18, 20, 2, 13
2022/9/8, 143, 77, 9, 17, 3, 13
2022/9/9, 143, 68, 6, 14, 3, 12
2022/9/10, 131, 56, 5, 12, 2, 12
2022/9/11, 85, 55, 6, 14, 2, 13
2022/9/12, 74, 41, 4, 13, 2, 12
2022/9/13, 57, 36, 3, 9, 3, 11
2022/9/14, 43, , , , , 
2022/9/19, 159, , , , , 
2022/9/26, 122, 76, 1, 76, , 18
2022/9/27, 95, 80, 5, 29, 5, 15
2022/9/28, 116, 79, 5, 25, 5, 15
2022/9/29, 138, 90, 15, 31, 6, 16
2022/9/30, 158, 99, 43, 29, 5, 17
2022/4/1, 132, 142, 93, 35, 8, 17
2022/4/2, 158, 120, 91, 27, 6, 23
2022/4/3, 128, 144, 99, 33, 5, 22
2022/4/4, 161, 138, 88, 34, 7, 23
2022/4/5, 149, 150, 94, 33, 6, 28
2022/4/6, 158, 169, 108, 38, 7, 26
2022/4/7, 184, 159, 95, 38, 5, 26
2022/4/8, 153, 196, 113, 38, 4, 24
2022/4/9, 151, 159, 100, 28, 5, 19
2022/4/10, 156, 180, 77, 40, 7, 24
2022/4/11, 163, 130, 70, 32, 3, 22
2022/4/12, 143, 162, 49, 33, 4, 23
2022/4/13, 156, 221, 73, 15, 4, 12
2022/4/14, 140, 121, 89, 29, 7, 16
2022/4/15, 140, 147, 85, 41, 10, 22
2022/4/16, 159, 133, 94, 46, 12, 22
2022/4/17, 166, 138, 125, 53, 14, 31
2022/4/18, 168, 181, 66, 37, 6, 20
2022/4/19, 183, 160, 64, 26, 9, 15
2022/4/20, 160, 234, 23, 28, 11, 17
2022/4/21, 164, 148, 88, 19, 11, 12
2022/4/22, 127, 121, 88, 26, 9, 17
2022/4/23, 139, 176, 88, 26, 10, 15
2022/4/24, 182, 173, 86, 19, 11, 12
2022/4/25, 160, 118, 80, 35, 12, 19
2022/4/26, 132, 151, 97, 34, 11, 24
2022/4/27, 173, 173, 101, 37, 10, 26
2022/4/28, 195, 176, 76, 27, 7, 19
2022/4/29, 191, 148, 67, 25, 11, 21
2022/4/30, 160, 169, 50, 23, 7, 16
2022/5/1, 160, 148, 52, 21, 11, 14
2022/5/2, 155, 226, 63, 24, 11, 14
2022/5/3, 168, 125, 41, 24, 11, 14
2022/5/4, 145, 104, 116, 34, 12, 17
2022/5/5, 143, 151, 90, 34, 10, 17
2022/5/6, 179, 119, 90, 34, 12, 19
2022/5/7, 148, 122, 103, 28, 10, 14
2022/5/8, 159, 105, 57, 30, 11, 14
2022/5/9, 151, 104, 42, 27, 12, 14
2022/5/10, 152, 100, 53, 26, 12, 15
2022/5/11, 146, 110, 70, 29, 12, 16
2022/5/12, 154, 115, 100, 27, 11, 18
2022/5/13, 148, 147, 90, 34, 11, 23
2022/5/14, 160, 138, 55, 32, 10, 23
2022/5/15, 146, 278, 43, 19, 9, 12
2022/5/16, 160, 135, 92, 22, 11, 15
2022/5/17, 137, 134, 75, 23, 12, 15
2022/5/18, 153, 147, 77, 27, 12, 17
2022/5/19, 161, 164, 69, 26, 11, 15
2022/5/20, 161, 185, 39, 20, 6, 14
2022/5/21, 151, 102, 93, 22, 3, 12
2022/5/22, 146, 63, 30, 17, 2, 12
2022/5/23, 79, 52, 42, 23, 3, 13
2022/5/24, 97, 96, 95, 25, 3, 15
2022/5/25, 166, 96, 129, 29, 3, 18
2022/5/26, 161, 120, 46, 26, 2, 14
2022/5/27, 162, 221, 39, 23, 2, 14
2022/5/28, 162, 148, 79, 15, 2, 12
2022/5/29, 157, 116, 43, 22, 3, 14
2022/5/30, 144, 184, 95, 30, 2, 21
2022/5/31, 175, 142, 103, 29, 2, 19
2022/6/1, 157, 134, 74, 34, 2, 18
2022/6/2, 145, 155, 80, 29, 2, 20
2022/6/3, 145, 140, 87, 26, 2, 18
2022/6/4, 137, 149, 49, 20, 1, 13
2022/6/5, 116, 133, 85, 28, 3, 17
2022/6/6, 114, 324, 52, 19, 1, 13
2022/6/7, 161, 324, 43, 10, 3, 10
2022/6/8, 155, 193, 46, 18, 3, 37
2022/6/9, 142, 259, 32, 19, 3, 13
2022/6/10, 151, 190, 36, 14, 2, 12
2022/6/11, 146, 162, 45, 16, 3, 13
2022/6/12, 148, 144, 39, 15, 3, 11
2022/6/13, 120, 152, 34, 10, 3, 11
2022/6/14, 123, 88, 33, 11, 3, 12
2022/6/15, 84, 90, 45, 14, 3, 12
2022/6/16, 82, 57, 21, 16, 3, 12
2022/6/17, 79, 55, 27, 15, 4, 13
2022/6/18, 100, 67, 31, 17, 3, 12
2022/6/19, 114, 75, 41, 19, 4, 13
2022/6/20, 116, 75, 27, 25, 3, 14
2022/6/21, 110, 86, 56, 18, 4, 12
2022/6/22, 130, 102, 56, 14, 4, 12
2022/6/23, 130, 118, 74, 21, 3, 14
2022/6/24, 142, 150, 117, 30, 3, 20
2022/6/25, 152, 130, 34, 21, 3, 14
2022/6/26, 141, 79, 31, 17, 3, 12
2022/6/27, 128, 87, 30, 19, 3, 15
2022/6/28, 148, 85, 24, 17, 3, 14
2022/6/29, 129, 38, 15, 20, 3, 14
2022/6/30, 87, 29, 12, 19, 4, 13
2022/1/3, 308, 195, 33, 46, 3, 27
2022/1/4, 257, 218, 3, 43, 3, 26
2022/1/5, 313, 99, 11, 32, 3, 15
2022/1/6, 184, 78, 10, 27, 4, 12
2022/1/7, 154, 46, 9, 22, 4, 11
2022/1/8, 121, 41, 8, 17, 4, 10
2022/1/9, 110, 85, 27, 19, 4, 13
2022/1/10, 165, 90, 32, 18, 3, 12
2022/1/11, 170, 100, 31, 24, 5, 19
2022/1/12, 177, 202, 22, 32, 7, 27
2022/1/13, 274, 176, 12, 28, 4, 17
2022/1/14, 250, 119, 15, 18, 3, 11
2022/1/15, 198, 134, 27, 22, 5, 14
2022/1/16, 203, 157, 20, 31, 4, 15
2022/1/17, 227, 166, 25, 25, 5, 17
2022/1/18, 241, 190, 32, 31, 5, 18
2022/1/19, 233, 228, 17, 33, 5, 20
2022/1/20, 284, 176, 26, 35, 6, 22
2022/1/21, 237, 106, 9, 30, 4, 14
2022/1/22, 193, 93, 12, 22, 5, 17
2022/1/23, 183, 102, 17, 24, 4, 16
2022/1/24, 180, 123, 12, 18, 3, 17
2022/1/25, 187, 113, 27, 17, 3, 16
2022/1/26, 182, 106, 35, 19, 4, 14
2022/1/27, 184, 107, 44, 24, 3, 15
2022/1/28, 175, 129, 45, 31, 5, 24
2022/1/29, 197, 128, 48, 28, 3, 15
2022/1/30, 201, 194, 33, 31, 6, 28
2022/1/31, 280, 160, 35, 31, 4, 18
2022/2/1, 247, 137, 43, 24, 5, 15
2022/2/2, 224, 121, 19, 19, 5, 16
2022/2/3, 209, 60, 29, 17, 4, 16
2022/2/4, 120, 107, 34, 23, 5, 22
2022/2/5, 185, 151, 41, 25, 5, 29
2022/2/6, 218, 123, 26, 32, 4, 23
2022/2/7, 179, 140, 52, 25, 6, 24
2022/2/8, 191, 78, 25, 24, 1, 16
2022/2/9, 143, 96, 42, 22, 3, 17
2022/2/10, 153, 108, 49, 23, 4, 17
2022/2/11, 154, 105, 50, 22, 3, 21
2022/2/12, 152, 137, 47, 27, 5, 29
2022/2/13, 188, 123, 51, 29, 5, 29
2022/2/14, 166, 132, 49, 35, 5, 29
2022/2/15, 154, 149, 43, 40, 4, 28
2022/2/16, 183, 129, 42, 34, 2, 23
2022/2/17, 171, 137, 29, 34, 3, 24
2022/2/18, 165, 107, 55, 30, 3, 16
2022/2/19, 154, 103, 54, 26, 5, 12
2022/2/20, 156, 126, 48, 32, 5, 19
2022/2/21, 138, 175, 39, 33, 4, 12
2022/2/22, 164, 125, 26, 33, 5, 20
2022/2/23, 182, 147, 56, 37, 4, 20
2022/2/24, 192, 141, 39, 39, 4, 16
2022/2/25, 185, 44, 29, 21, 3, 10
2022/2/26, 57, 54, 44, 22, 4, 11
2022/2/27, 86, 62, 59, 18, 4, 11
2022/2/28, 103, 98, 70, 32, 4, 15
2022/3/1, 157, 112, 60, 35, 5, 21
2022/3/2, 163, 98, 40, 36, 2, 13
2022/3/3, 145, 87, 43, 22, 3, 12
2022/3/4, 145, 69, 52, 22, 5, 13
2022/3/5, 125, 89, 78, 33, 4, 16
2022/3/6, 151, 141, 84, 40, 5, 26
2022/3/7, 175, 124, 59, 36, 3, 19
2022/3/8, 165, 90, 44, 29, 6, 14
2022/3/9, 125, 91, 50, 25, 6, 13
2022/3/10, 131, 98, 51, 25, 7, 15
2022/3/11, 144, 100, 62, 23, 7, 16
2022/3/12, 146, 109, 65, 29, 7, 17
2022/3/13, 160, 139, 49, 34, 8, 24
2022/3/14, 194, 123, 63, 33, 7, 16
2022/3/15, 170, 117, 49, 28, 6, 15
2022/3/16, 158, 132, 98, 38, 8, 19
2022/3/17, 182, 128, 43, 30, 8, 19
2022/3/18, 200, 111, 45, 38, 7, 21
2022/3/19, 174, 119, 67, 36, 7, 21
2022/3/20, 161, 135, 72, 38, 6, 20
2022/3/21, 183, 98, 56, 24, 6, 14
2022/3/22, 151, 116, 69, 32, 7, 20
2022/3/23, 162, 142, 41, 33, 5, 26
2022/3/24, 156, 110, 52, 28, 5, 16
2022/3/25, 149, 116, 50, 24, 7, 14
2022/3/26, 149, 119, 60, 26, 7, 16
2022/3/27, 156, 119, 50, 40, 7, 27
2022/3/28, 148, 129, 46, 33, 4, 21
2022/3/29, 150, 143, 68, 44, 4, 26
2022/3/30, 162, 182, 60, 44, 5, 30
2022/3/31, 194, 108, 72, 25, 4, 16
2021/10/1, 118, 77, 38, 5, 4, 11
2021/10/2, 135, 65, 24, 3, 4, 6
2021/10/3, 90, 58, 28, 3, 4, 8
2021/10/4, 70, 75, 62, 5, 4, 8
2021/10/5, 101, 77, 40, 4, 5, 6
2021/10/6, 127, 88, 50, 4, 4, 8
2021/10/7, 149, 123, 51, 7, 5, 11
2021/10/8, 150, 119, 39, 16, 5, 13
2021/10/9, 139, 111, 36, 28, 2, 11
2021/10/10, 135, 107, 34, 31, 3, 15
2021/10/11, 133, 115, 35, 31, 4, 13
2021/10/12, 140, 114, 36, 29, 2, 9
2021/10/13, 150, 121, 36, 31, 4, 10
2021/10/14, 152, 126, 57, 33, 4, 17
2021/10/15, 169, 162, 67, 45, 5, 20
2021/10/16, 215, 212, 3, 49, 7, 22
2021/10/17, 288, 30, 4, 23, 3, 10
2021/10/18, 48, 66, 4, 22, 3, 6
2021/10/19, 119, 114, 5, 28, 4, 10
2021/10/20, 174, 129, 3, 24, 2, 13
2021/10/21, 140, 109, 11, 23, 2, 21
2021/10/22, 117, 92, 32, 27, 3, 17
2021/10/23, 136, 85, 35, 22, 2, 16
2021/10/24, 144, 56, 49, 21, 3, 18
2021/10/25, 100, 89, 51, 23, 3, 21
2021/10/26, 151, 126, 50, 28, 3, 20
2021/10/27, 177, 133, 72, 25, 5, 23
2021/10/28, 190, 141, 69, 30, 4, 23
2021/10/29, 196, 140, 67, 26, 2, 16
2021/10/30, 182, 163, 80, 26, 5, 21
2021/10/31, 196, 178, 52, 33, 5, 28
2021/11/1, 211, 150, 44, 34, 3, 22
2021/11/2, 193, 182, 45, 53, 5, 32
2021/11/3, 224, 352, 82, 41, 4, 24
2021/11/4, 387, 592, 36, 27, 8, 30
2021/11/5, 599, 303, 42, 29, 2, 19
2021/11/6, 370, 250, 40, 27, 3, 23
2021/11/7, 305, 221, 35, 30, 3, 22
2021/11/8, 291, 249, 35, 31, 5, 27
2021/11/9, 302, 237, 41, 34, 4, 30
2021/11/10, 274, 307, 5, 50, 8, 30
2021/11/11, 345, 451, 23, 60, 6, 32
2021/11/12, 443, 274, 23, 55, 7, 26
2021/11/13, 315, 178, 29, 52, 5, 25
2021/11/14, 225, 194, 24, 62, 4, 23
2021/11/15, 245, 239, 5, 54, 5, 26
2021/11/16, 292, 200, 9, 57, 6, 30
2021/11/17, 259, 183, 32, 68, 9, 36
2021/11/18, 239, 208, 11, 66, 13, 27
2021/11/19, 279, 200, , 64, 13, 28
2021/11/20, 264, 181, 53, 50, 13, 22
2021/11/21, 253, 154, 49, 36, 12, 15
2021/11/22, 183, 170, 48, 50, 16, 35
2021/11/23, 199, 249, 42, 71, 14, 35
2021/11/24, 270, 290, 41, 67, 15, 40
2021/11/25, 314, 295, 49, 69, 14, 
2021/11/26, 317, 241, 28, 63, 13, 
2021/11/27, 297, 262, 131, 54, 14, 
2021/11/28, 328, 212, 8, 59, 14, 
2021/11/29, 288, 179, 43, 52, 14, 
2021/11/30, 235, 251, 9, 58, 13, 
2021/12/1, 274, 292, 9, 45, 13, 11
2021/12/2, 343, 169, 28, 41, 14, 25
2021/12/3, 254, 153, 38, 39, 14, 28
2021/12/4, 218, 159, 23, 47, 14, 37
2021/12/5, 224, 142, 29, 43, 12, 21
2021/12/6, 216, 115, 30, 34, 12, 12
2021/12/7, 174, 120, 36, 36, 13, 14
2021/12/8, 178, 139, 34, 41, 12, 14
2021/12/9, 198, 144, 36, 40, 12, 12
2021/12/10, 203, 123, 36, 38, 12, 12
2021/12/11, 183, 131, 33, 41, 13, 23
2021/12/12, 195, 190, 19, 43, 15, 37
2021/12/13, 255, 215, 29, 44, 13, 35
2021/12/14, 277, 155, 37, 41, 18, 35
2021/12/15, 213, 188, 33, 42, 10, 18
2021/12/16, 267, 134, 41, 31, 12, 13
2021/12/17, 206, 134, 31, 29, 6, 18
2021/12/18, 197, 145, 40, 32, 4, 17
2021/12/19, 208, 197, 45, 41, 4, 24
2021/12/20, 250, 303, 35, 53, 8, 39
2021/12/21, 334, 351, 15, 63, 7, 47
2021/12/22, 365, 442, 18, 60, 7, 43
2021/12/23, 398, 343, 16, 51, 5, 45
2021/12/24, 352, 402, 26, 55, 6, 41
2021/12/25, 391, 365, 9, 50, 4, 29
2021/12/26, 400, 117, 30, 39, 4, 23
2021/12/27, 197, 132, 2, 45, 2, 19
2021/12/28, 214, 131, 21, 34, 4, 22
2021/12/29, 200, 161, 23, 35, 3, 22
2021/12/30, 223, 194, 6, 36, 4, 22
2021/12/31, 262, 244, 18, 42, 4, 24
2022/1/1, 309, 233, 32, 40, 3, 21
2022/1/2, 317, 257, 36, 43, 4, 27
2021/7/1, 97, 156, 12, 33, 3, 8
2021/7/2, 104, 88, 10, 31, 3, 7
2021/7/3, 88, 104, 30, 35, 3, 9
2021/7/4, 118, 99, 29, 33, 3, 7
2021/7/5, 96, 106, 25, 38, 2, 7
2021/7/6, 104, 114, 21, 38, 3, 7
2021/7/7, 105, 133, 19, 35, 3, 10
2021/7/8, 97, 78, 14, 37, 3, 9
2021/7/9, 122, 57, 6, 31, 3, 7
2021/7/10, 84, 70, 7, 28, 4, 8
2021/7/11, 109, 54, 7, 29, 3, 9
2021/7/12, 93, 44, 31, 32, 3, 12
2021/7/13, 86, 49, 36, 32, 3, 9
2021/7/14, 87, 61, 48, 27, 3, 9
2021/7/15, 114, 62, 11, 25, 3, 10
2021/7/16, 104, 70, 17, 29, 4, 9
2021/7/17, 125, 50, 8, 44, 3, 9
2021/7/18, 83, 14, 4, 51, 2, 8
2021/7/19, 41, 74, 12, 48, 3, 10
2021/7/20, 88, 60, 15, 43, 3, 10
2021/7/21, 106, 45, 8, 37, 3, 7
2021/7/22, 87, 55, 6, 43, 3, 12
2021/7/23, 100, 61, 12, 43, 3, 11
2021/7/24, 120, 58, 4, 43, 2, 9
2021/7/25, 100, 64, 9, 48, 2, 8
2021/7/26, 135, 49, 1, 47, 3, 9
2021/7/27, 113, 26, 2, 28, 2, 8
2021/7/28, 59, 36, 13, 10, 1, 11
2021/7/29, 76, 43, 7, 8, 3, 9
2021/7/30, 100, 41, 9, 7, 2, 9
2021/7/31, 72, 47, 12, 8, 2, 10
2021/8/1, 92, 62, 38, 8, 3, 13
2021/8/2, 122, 47, 18, 18, 3, 11
2021/8/3, 82, 40, 6, 39, 1, 10
2021/8/4, 58, 59, 11, 35, 2, 8
2021/8/5, 101, 71, 14, 41, 2, 10
